page,sheet_row,symbol,class,finding,evidence,proposed_action
Commodities_FX,52,IMX-USD,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; yahoo_enrichm,"delete, or replace with a priced alias if one exists"
Commodities_FX,62,STX-USD,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; yahoo_enrichm,"delete, or replace with a priced alias if one exists"
Commodities_FX,71,SUI-USD,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; yahoo_enrichm,"delete, or replace with a priced alias if one exists"
Commodities_FX,103,DX=F,UNPRICED,no provider price (EODHD lacks it),fetch_failed:HTTP 422; empty_row_no_provider_data; low_data_trust; analyst_trend_block_app,"delete, or replace with a priced alias if one exists"
Commodities_FX,112,BHDSAR=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,118,BRLBHD=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,134,AEDMXN=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,136,XAUUSD=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; recommendatio,"delete, or replace with a priced alias if one exists"
Commodities_FX,212,AEDMYR=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,239,AEDPHP=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,283,AEDIDR=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,293,BHDPLN=X,UNPRICED,no provider price (EODHD lacks it),quote_current_price_missing; quote_exchange_missing; quote_currency_missing; empty_row_no_,"delete, or replace with a priced alias if one exists"
Commodities_FX,339,JPYGBP=X,UNPRICED,no provider price (EODHD lacks it),quote_exchange_missing; quote_currency_missing; analyst_trend_block_applied; low_data_trus,"delete, or replace with a priced alias if one exists"
Commodities_FX,454,Copper Futures,SHIFTED_ROW,symbol cell holds the name; row shifted one column; stale since 08-13 (HTTP 422),fetch_failed:HTTP 422; intrinsic_soft_ceiling_applied; analyst_trend_block_applied; false_,replace the row with symbol HG=F
Mutual_Funds,751,MUAA.US,DEAD_SYMBOL,no price (fund matured/closed),quote_exchange_from_suffix; quote_currency_from_suffix; quote_current_price_missing; empty,delete row
